title,category,lemmatization
data analyst,businesssystems analysts information communication technology,"['job', 'requirement', 'max', 'bachelormasters', 'degree', 'major', 'statistic', 'mathematics', 'physic', 'computersinformatics', 'engineer', 'proficiency', 'excel', 'experience', 'sql', 'experience', 'statistical', 'analysis', 'data', 'mine', 'strong', 'analytical', 'problem', 'solve', 'skill', 'include', 'ability', 'independently', 'drive', 'analysis', 'conclude', 'rationalize', 'recommendation', 'strong', 'communication', 'skill', 'technical', 'purpose', 'knowledge', 'distribution', 'system', 'fluent', 'english', 'job', 'description', 'analyze', 'data', 'sale', 'purchase', 'distribution', 'create', 'report', 'provide', 'data', 'need', 'decision', 'maker', 'closely', 'market', 'team', 'determine', 'metric', 'measure', 'success', 'performance', 'achieve', 'goal', 'conduct', 'causeeffect', 'analysis', 'evaluate', 'effectiveness', 'market', 'initiative', 'manage', 'distribution', 'good']"
admin data analyst,businesssystems analysts information communication technology,"['task', 'responsibility', 'analyze', 'monthly', 'daily', 'sale', 'data', 'coordinate', 'department', 'data', 'analysis', 'program', 'record', 'report', 'maximum', 'qualification', 'education', ',', 'science', 'field', ',', 'work', 'FMCGDistributor', 'accustom', 'data', 'process', 'communicate', '.', 'VLOOKUP', 'PIVOT', 'TABLE', '.', 'accustom', 'build', 'pipelinedatabase', 'data', 'data', 'structure', 'Mastering', 'SAP', 'application', 'strong', 'problem', 'solve', 'skill', 'emphasis', 'development', 'Honest', 'Responsible', 'Honest', 'Products']"
data analyst assistant manager,market research analysis marketing communications,"['qualification', 'candidate', 'possess', 'bachelor', 'statistic', 'master', 'statistic', 'data', 'science', 'preferable', 'require', 'language', 'english', 'speak', 'work', 'experience', 'analysis', 'role', 'proficiency', 'tool', 'excel', 'power', 'advance', 'feature', 'pivot', 'table', 'vlookup', 'macro', 'experience', 'forecast', 'trend', 'analysis', 'develop', 'insight', 'raw', 'data', 'experience', 'work', 'crossfunctional', 'team', 'precision', 'work', 'data', 'crucial', 'knowledge', 'sap', 'knowhow', 'factor', 'relevant', 'spin', 'industry', 'jakarta']"
sales business analyst,analysis reporting sales,"['job', 'description', 'development', 'coordination', 'support', 'department', 'sale', 'policy', 'announcement', 'implementation', 'policy', 'monitor', 'comparison', 'channel', 'product', 'competitor', 'check', 'salesman', 'attendance', 'report', 'analysis', 'job', 'requirement', 'bachelor', 'degree', 'administration', 'management', 'finance', 'field', 'minimum', 'experience', 'analyst', 'data', 'analyst', 'strong', 'verbal', 'write', 'communication', 'skill', 'english', 'ability', 'collaborate', 'crossfunctional', 'regional', 'team', 'complex', 'mandarin', 'speaker', 'advantage', 'proficiency', 'tool', 'microsoft', 'excel', 'project', 'management', 'tool', 'understand', 'process', 'sale', 'electronic', 'industry', 'advantage', 'excellent', 'analytical', 'problemsolving', 'skill', 'number', 'friendly', 'ability', 'effectively', 'independently', 'team', 'environment', 'adaptability', 'fastpaced', 'dynamic', 'environment', 'multiple', 'priority', 'placement', 'north', 'jakarta']"
data analyst,businesssystems analysts information communication technology,"['Position', 'Tiktok', 'Data', 'Analyst', 'Location', 'West', 'Jakarta', 'WFO', 'Type', 'Fulltime', 'Starting', 'job', 'description', 'time', 'analyst', 'deep', 'understand', 'Tiktok', 'process', 'analyze', 'ecommerce', 'data', 'efficiently', 'position', 'responsible', 'provide', 'data', '-based', 'insight', 'support', 'growth', 'store', 'performance', 'Tiktok', '.', 'Format', 'Spreadsheet', 'Dashboard', 'Analyze', 'data', 'trend', 'support', 'team', 'strategic', 'decision', 'coordinate', 'internal', 'team', 'partnership', 'operational', 'content', 'harmonize', 'data', 'campaign', 'progress', 'compile', 'insight', 'data', '-based', 'recommendation', 'improve', 'campaign', 'performance', 'ensure', 'accuracy', 'integrity', 'data', 'knowledge', 'qualification', 'qualification', 'SQL', 'minimum', 'experience', 'field', 'data', 'analysis', 'field', 'process', 'data', 'form', 'simple', 'visualization', 'neatly', 'communicative', 'dashboard', 'chart', 'team', 'independently', 'easily', 'adapt', 'learn', 'thing', 'WFO', 'West', 'Jakarta', 'start']"
business analyst staff,businesssystems analysts information communication technology,"['Minimum', 'Educational', 'Requirements', 'Accounting', 'Department', 'Accounting', 'Management', 'graduate', 'invite', 'apply', 'minimum', 'experience', 'prefer', 'communicate', 'oral', 'English', 'skilled', 'write', 'Microsoft', 'Word', 'Excel', 'PowerPoint', 'analytical', 'write', 'skill', 'knowledge', 'experience', 'market', 'social', 'medium', 'proactive', 'detail', 'independently', 'job', 'description', 'monitor', 'ensure', 'implementation', 'implementation', 'implementation', 'implementation', 'routine', '.', 'External', 'conduct', 'financial', 'analysis', 'project', 'operation', 'act', 'operational', 'coordinator', 'include', 'coordinate', 'garden', 'factory', 'conduct', 'product', 'trend', 'latest', 'regulation', 'support', 'administrative', 'need']"
inventory pricing profitability data analyst,analysis reporting accounting,"['description', 'viahart', 'found', 'innovative', 'consumer', 'product', 'design', 'manufacture', 'distribute', 'consumer', 'product', 'range', 'educational', 'toy', 'sport', 'good', 'cell', 'phone', 'aipowered', 'electronic', 'accessory', 'offer', 'innovative', 'logistics', 'manufacture', 'service', 'sell', 'worldwide', 'product', 'country', 'china', 'weve', 'build', 'base', 'navigate', 'tariff', 'global', 'trade', 'feature', 'wall', 'street', 'journal', 'television', 'cnbc', 'nbc', 'york', 'rebuild', 'main', 'site', 'learn', 'brand', 'website', 'note', 'check', 'reference', 'supervisor', 'manager', 'background', 'check', 'hire', 'honest', 'hardworking', 'smart', 'people', 'job', 'responsibility', 'forecast', 'sale', 'inventory', 'purchase', 'optimize', 'inventory', 'multiple', 'location', 'monitor', 'sale', 'forecast', 'seasonality', 'pattern', 'determine', 'root', 'inventory', 'discrepancy', 'price', 'product', 'retail', 'store', 'international', 'sale', 'check', 'algorithm', 'calculation', 'logic', 'inhouse', 'custom', 'build', 'software', 'spreadsheet', 'formula', 'require', 'program', 'comment', 'explain', 'spreadsheet', 'code', 'algorithm', 'write', 'monitor', 'profitability', 'product', 'simplify', 'logic', 'software', 'spreadsheet', 'developer', 'build', 'data', 'dashboard', 'log', 'data', 'data', 'determine', 'causality', 'identify', 'issue', 'attention', 'update', 'process', 'document', 'sop', 'analysis', 'system', 'build', 'skill', 'require', 'speak', 'english', 'basic', 'communication', 'effective', 'strong', 'mathematical', 'skill', 'proficiency', 'spreadsheet', 'formula', 'google', 'sheet', 'excel', 'ability', 'logic', 'software', 'system', 'cod', 'require', 'formula', 'ability', 'ai', 'tool', 'effectively', 'reason', 'strong', 'verification', 'skill', 'love', 'number', 'identify', 'relationship', 'happen', 'real', 'high', 'attention', 'strong', 'sense', 'responsibility', 'quality', 'selfmotivated', 'independently', 'stable', 'internet', 'power', 'supply', 'location', 'role', 'start', 'remote', 'transition', 'inoffice', 'position', 'jakarta', 'aim', 'create', 'setup', 'reasonable', 'sustainable', 'term', 'join', 'semiweekly', 'texas', 'time', 'meet', 'need', 'compensation', 'benefit', 'role', 'base', 'jakarta', 'pay', 'dollar', 'monthly', 'salary', 'range', 'usd', 'idridr', 'pay', 'week', 'fulltime', 'job', 'hour', 'week', 'average', 'bonus', 'february', 'base', 'merit', 'range', 'yearly', 'salary', 'work', 'pay', 'time', 'week', 'offer', 'vacation', 'probationary', 'period', 'holiday', 'memorial', 'july', 'labor', 'thanksgiving', 'christmas', 'pay', 'holiday', 'deduct', 'vacation']"
data analyst pricing staff,analysis reporting manufacturing transport logistics,"['key', 'responsibility', 'collect', 'process', 'maintain', 'internal', 'competitor', 'data', 'set', 'analyze', 'data', 'trend', 'support', 'strategic', 'price', 'decision', 'develop', 'maintain', 'dashboard', 'monitor', 'performance', 'achievement', 'review', 'program', 'price', 'submission', 'operational', 'area', 'analyze', 'recommend', 'price', 'strategy', 'vip', 'key', 'customer', 'calculate', 'track', 'internal', 'operational', 'cost', 'price', 'program', 'job', 'requirement', 'bachelor', 'degree', 'statistic', 'mathematics', 'industrial', 'engineer', 'field', 'proficient', 'microsoft', 'excel', 'include', 'pivottables', 'function', 'data', 'visualization', 'experience', 'excel', 'macrosvba', 'strong', 'strong', 'program', 'skill', 'python', 'data', 'process', 'automation', 'excellent', 'analytical', 'attention', 'problemsolving', 'skill', 'strong', 'organizational', 'skill', 'ability', 'manage', 'multiple', 'task', 'deadline']"
data analyst,mathematics statistics information sciences science technology,"['job', 'description', 'develop', 'implement', 'maintain', 'leadingedge', 'analytical', 'system', 'complex', 'problem', 'build', 'simple', 'framework', 'identify', 'trend', 'opportunity', 'growth', 'analysis', 'complex', 'data', 'set', 'evaluate', 'organizational', 'method', 'provide', 'sourcetotarget', 'map', 'model', 'specification', 'document', 'data', 'set', 'create', 'practice', 'report', 'base', 'data', 'mine', 'analysis', 'visualization', 'evaluate', 'internal', 'system', 'efficiency', 'issue', 'inaccuracy', 'develop', 'maintain', 'protocol', 'handle', 'process', 'clean', 'data', 'requirement', 'bachelor', 'degree', 'system', 'statistic', 'major', 'reputable', 'university', 'min', 'gpa', 'min', 'work', 'experience', 'revenue', 'analyst', 'hospital', 'hotel', 'background', 'advantage', 'strong', 'analysis', 'skill', 'proficient', 'excel', 'basic', 'sql', 'server', 'query']"
internship data analyst,database development administration information communication technology,"['Description', 'Data', 'Processing', 'Material', 'Monthly', 'Coordination', 'Meeting', 'Recap', 'Recap', 'Exclusive', 'Program', 'Monitoring', 'Program', 'run', 'Data', 'Data', 'Distributor', 'Education', 'Minimum', 'Educational', 'Requirement', 'Master', 'Microsoft', 'standard', 'excel', 'formula', 'ready', 'deadline', 'flexible', 'Mastering', 'data', 'governance', 'logic', 'work', 'coordinate', 'superior', 'colleague', 'division', 'colleague', 'division', 'colleague', 'division', 'colleague', 'division', 'colleague']"
machine learning engineer,engineering software information communication technology,"['description', 'machine', 'learn', 'engineer', 'machine', 'learn', 'deep', 'learn', 'model', 'implement', 'pretrained', 'model', 'perform', 'visual', 'recognition', 'task', 'text', 'generation', 'classification', 'design', 'implement', 'mldl', 'solution', 'integrate', 'data', 'platform', 'architecture', 'create', 'maintain', 'pipeline', 'scalable', 'robust', 'ready', 'production', 'collaborate', 'domain', 'expert', 'software', 'developer', 'product', 'owner', 'troubleshoot', 'mldl', 'model', 'issue', 'include', 'recommendation', 'retrain', 'revalidate', 'improvementsoptimization', 'continuous', 'integration', 'continuous', 'deployment', 'pipeline', 'mldl', 'platform', 'requirement', 'handson', 'experience', 'build', 'model', 'deploy', 'realworld', 'application', 'understand', 'mldl', 'framework', 'jupyter', 'notebook', 'anaconda', 'tensorflow', 'kera', 'scikitlearn', 'pytorch', 'mxnet', 'experience', 'work', 'cloud', 'service', 'platform', 'aws', 'azure', 'build', 'mldl', 'pipeline', 'train', 'gpu', 'cuda', 'evaluate', 'deploy', 'sagemaker', 'docker', 'container', 'proficiency', 'python', 'basic', 'library', 'scikitlearn', 'panda', 'strong', 'work', 'knowledge', 'mldl', 'algorithm', 'classification', 'regression', 'cluster', 'hyperparameter', 'tune', 'experience', 'work', 'llm', 'text', 'image', 'generation', 'preference', 'work', 'knowledge', 'ai', 'agent', 'experience', 'image', 'processingcomputer', 'vision', 'experience', 'continuous', 'integration', 'continuous', 'deliverycicd', 'factor', 'relevant', 'certification', 'aws', 'azure', 'coursera']"
data scientist,businesssystems analysts information communication technology,"['group', 'lead', 'real', 'estate', 'technology', 'operate', 'real', 'estate', 'portal', 'south', 'east', 'asia', 'specialize', 'digital', 'property', 'advertise', 'headquarter', 'singapore', 'operational', 'singapore', 'indonesia', 'employ', 'employee', 'singapore', 'group', 'operate', 'srxcomsg', 'indonesia', 'operate', 'coid', 'rumah', 'join', 'lead', 'real', 'estate', 'revolution', 'juniorlevel', 'data', 'scientist', 'equally', 'comfortable', 'write', 'sql', 'query', 'model', 'step', 'room', 'stakeholder', 'solve', 'problem', 'learn', 'rope', 'goto', 'data', 'consultant', 'internal', 'team', 'product', 'manager', 'ceo', 'help', 'datadriven', 'decision', 'build', 'experiment', 'uncover', 'strategic', 'opportunity', 'youll', 'collaborate', 'stakeholder', 'deeply', 'problem', 'design', 'databacked', 'solution', 'perform', 'hoc', 'analysis', 'report', 'test', 'evaluation', 'causal', 'inference', 'need', 'develop', 'test', 'deploy', 'machine', 'learn', 'model', 'production', 'forecast', 'price', 'model', 'recommendation', 'generate', 'data', 'visualization', 'dashboard', 'communicate', 'insight', 'collaborate', 'crossfunctional', 'team', 'define', 'problem', 'translate', 'data', 'solution', 'data', 'partner', 'stakeholder', 'translate', 'complex', 'question', 'analytical', 'plan', 'actionable', 'recommendation', 'stay', 'update', 'latest', 'tool', 'technique', 'application', 'practice', 'data', 'science', 'machine', 'learn', 'strong', 'sql', 'skill', 'python', 'software', 'engineer', 'data', 'wrangle', 'mlmodelling', 'familiar', 'library', 'panda', 'numpy', 'scikitlearn', 'tensorflow', 'mldl', 'library', 'strong', 'understand', 'statistical', 'model', 'hypothesis', 'test', 'excellent', 'communication', 'stakeholder', 'management', 'skill', 'translate', 'data', 'insight', 'impact', 'ready', 'shape', 'future', 'real', 'estate', 'join', 'excite', 'journey', 'innovation', 'collaboration', 'growth', 'redefine', 'real', 'estate', 'mark', 'group', 'apply']"
it data scientist,mathematics statistics information sciences science technology,"['Job', 'description', 'Planning', 'design', 'implement', 'architectural', 'vector', 'database', 'data', 'efficient', 'scalable', 'maintain', 'import', 'data', 'vector', 'database', 'support', 'train', 'process', 'optimize', 'database', 'performance', 'support', 'rapid', 'accurate', 'data', 'analysis', 'develop', 'endune', 'Aiml', 'model', 'parameter', 'coordination', 'Governance', 'include', 'MLOPS', 'Practices', 'Development', 'Standards', 'AI', 'policy', 'responsible', 'carry', 'Troubleshooting', 'Maintenance', 'Data', 'Systems', 'ensure', 'availability', 'reliability', 'document', 'process', 'procedure', 'management', 'qualify', 'data', 'prioritize', '.']"
machine learning,mathematics statistics information sciences science technology,"['description', 'find', 'experience', 'NLP', 'Machine', 'Learning', 'Machine', 'Data', 'Engineer', 'support', 'development', 'intelligent', 'analytic', 'solution', '-based', 'intelligence', 'position', 'focus', 'develop', 'pipeline', 'data', 'model', 'NLP', 'Model', 'Predictive', 'Insight', 'Integration', 'dashboard', 'Job', 'Responsibility', 'Reports', 'Design', 'build', 'pipeline', 'data', 'process', 'process', 'text', 'structure', 'data', '.', 'Perfect', 'Machine', 'Learning', 'NLP', 'model', 'conduct', 'model', 'evaluate', 'latest', 'algorithm', 'improve', 'performance', 'build', 'NLP', 'model', 'text', 'classification', 'sentiment', 'analysis', 'topic', 'model', 'name', 'entity', 'recognition', 'Ner', 'integrate', 'output', 'model', 'tool', 'Insight', 'visual', 'form', 'easily', 'understand', 'optimize', 'model', 'defloated', 'efficiently', 'Cloud', 'Azure', 'AWS', 'GCP', 'maintain', 'quality', 'data', 'ensure', 'scalability', 'analytic', 'Requirement', 'degree', 'field', 'Computer', 'Science', 'Data', 'Science', 'Mathematics', 'Statistics', 'field', 'experience', 'MLNLPDATA', 'Mastering', 'program', 'Python', 'Scikitlearn', 'Xgboost', 'LightGBM', 'Machine', 'Learning', 'Spacy', 'NLTK', 'Transformers', 'Hugging', 'Face', 'NLP', 'Understanding', 'NLP', 'algorithm', 'Azure', 'Data', 'Factory', 'Familiar', 'query', 'SQLNOSQL', 'Databases', 'Working', 'experience', 'Power', 'Tools', ',', 'integrate', 'analysis', 'visualization', 'experience', 'Azure', 'Azure', 'platform', 'cloud', 'AWS', 'SAGEMAKER', 'GCP', 'AI', 'Platforms', 'Strong', 'Communicative', 'Analysis', 'accustom', 'work', 'cross', 'function', 'engineer', 'team']"
ai developer,developersprogrammers information communication technology,"['Designing', 'develop', 'implement', 'MLINE', 'LEARNING', 'MLINE', 'MLINE', 'MODELS', 'Natural', 'Language', 'Processing', 'NLP', 'Building', 'AI', 'application', 'service', 'tool', 'Python', 'lead', 'comprehensive', 'AI', 'development', 'cycle', 'optimize', 'algorithm', 'accuracy', 'scalability', 'performance', 'AI', 'model', 'integrate', 'AI', 'model', 'application', 'API', 'Framework', 'platform', 'model', '.', 'Comply', 'Indonesian', 'policy', 'law', ',', 'ITE', 'Law', 'Qualifications', 'Minimum', 'Educational', 'field', 'Informatics', 'Computer', 'Science', 'Mathematics', 'Telecommunications', 'field', 'minimum', 'experience', 'field', 'Machine', 'Learning', 'Engineering', 'technical', 'capability', 'Python', 'Programming', 'Mandatory', 'AI', 'Machine', 'Learning', 'NLP', 'Familiar', 'LLM', 'Open', 'AI', 'Cohere', 'Huggingface', 'Text', 'Summarization', 'Computer', 'Vision', 'AI', 'Machine', 'Learning', 'NLP', 'Familiar', 'LLM', 'Open', 'AI', 'Cohere', 'Huggingface', 'Text', 'Summarization', 'Computer', 'Vision', 'NLP', 'Machine', 'Learning', 'OCR', 'Object', 'Detection', 'Model', 'Image', 'Segmentation', 'Experience', 'Creating', 'API', 'Rest', 'AI', 'Model', 'Integration', 'Strong', 'Critical', 'Chatper', 'Problem', 'Solving', 'Application', 'High', 'Ethics', 'Independent', 'Cross', 'Department', 'Team']"
ai engineer,developersprogrammers information communication technology,"['bachelor', 'degree', 'computer', 'science', 'engineer', 'mathematics', 'field', 'experience', 'ai', 'machine', 'learn', 'field', 'prove', 'track', 'record', 'deploy', 'machine', 'learn', 'model', 'production', 'environment', 'extensive', 'experience', 'machine', 'learn', 'framework', 'tensorflow', 'pytorch', 'kera', 'advance', 'program', 'skill', 'language', 'python', 'golang', 'net', 'experience', 'cloud', 'service', 'aws', 'google', 'cloud', 'azure', 'data', 'technology', 'hadoop', 'spark', 'advance', 'ability', 'manipulate', 'complex', 'data', 'set', 'strong', 'statistical', 'mathematical', 'knowledge', 'ready', 'join', 'august', 'sign', 'contract', 'onsite', 'client', 'east', 'jakarta']"
it data engineer,database development administration information communication technology,"['job', 'description', 'design', 'develop', 'maintain', 'data', 'pipeline', 'etl', 'process', 'orchestration', 'workflow', 'create', 'manage', 'data', 'visualization', 'dashboard', 'support', 'decisionmaking', 'perform', 'data', 'cleanse', 'validation', 'ensure', 'data', 'quality', 'reliability', 'develop', 'maintain', 'simple', 'web', 'application', 'facilitate', 'data', 'input', 'process', 'collaborate', 'closely', 'team', 'ensure', 'integrate', 'complementary', 'solution', 'job', 'qualification', 'minimum', 'bachelor', 'degree', 'computer', 'science', 'system', 'data', 'engineer', 'field', 'experience', 'role', 'preferably', 'data', 'engineer', 'domain', 'proficient', 'core', 'data', 'engineer', 'technology', 'apache', 'airflow', 'sql', 'python', 'strong', 'understand', 'handson', 'experience', 'etl', 'process', 'data', 'orchestration', 'excellent', 'communication', 'skill', 'proactive', 'collaborative', 'attitude', 'travel', 'location', 'placement', 'tebet', 'south', 'jakarta']"
senior data scientist,mathematics statistics information sciences science technology,"['group', 'lead', 'real', 'estate', 'technology', 'operate', 'real', 'estate', 'portal', 'south', 'east', 'asia', 'specialize', 'digital', 'property', 'advertise', 'headquarter', 'singapore', 'operational', 'singapore', 'indonesia', 'employ', 'employee', 'singapore', 'group', 'operate', 'srxcomsg', 'indonesia', 'operate', 'coid', 'rumah', 'join', 'lead', 'real', 'estate', 'revolution', 'midseniorlevel', 'data', 'scientist', 'equally', 'comfortable', 'write', 'sql', 'query', 'model', 'step', 'room', 'stakeholder', 'solve', 'problem', 'goto', 'data', 'consultant', 'internal', 'team', 'product', 'manager', 'ceo', 'help', 'datadriven', 'decision', 'build', 'experiment', 'uncover', 'strategic', 'opportunity', 'youll', 'collaborate', 'stakeholder', 'deeply', 'problem', 'design', 'databacked', 'solution', 'perform', 'hoc', 'analysis', 'report', 'test', 'evaluation', 'causal', 'inference', 'need', 'develop', 'test', 'deploy', 'machine', 'learn', 'model', 'production', 'forecast', 'price', 'model', 'recommendation', 'generate', 'data', 'visualization', 'dashboard', 'communicate', 'insight', 'collaborate', 'crossfunctional', 'team', 'define', 'problem', 'translate', 'data', 'solution', 'data', 'partner', 'stakeholder', 'translate', 'complex', 'question', 'analytical', 'plan', 'actionable', 'recommendation', 'stay', 'update', 'latest', 'tool', 'technique', 'application', 'practice', 'data', 'science', 'machine', 'learn', 'experience', 'data', 'science', 'analytics', 'engineer', 'role', 'strong', 'sql', 'skill', 'python', 'software', 'engineer', 'data', 'wrangle', 'mlmodelling', 'familiar', 'library', 'panda', 'numpy', 'scikitlearn', 'tensorflow', 'mldl', 'library', 'strong', 'understand', 'statistical', 'model', 'hypothesis', 'test', 'experience', 'deploy', 'model', 'production', 'apis', 'batch', 'job', 'excellent', 'communication', 'stakeholder', 'management', 'skill', 'translate', 'data', 'insight', 'impact', 'experience', 'data', 'platform', 'spark', 'hadoop', 'cloud', 'service', 'aws', 'gcp', 'mlops', 'ready', 'shape', 'future', 'real', 'estate', 'join', 'excite', 'journey', 'innovation', 'collaboration', 'growth', 'redefine', 'real', 'estate', 'mark', 'group', 'apply']"
ai developer specialist,developersprogrammers information communication technology,"['ai', 'developer', 'specialist', 'responsibility', 'design', 'build', 'implement', 'artificial', 'intelligence', 'model', 'system', 'support', 'goal', 'responsible', 'develop', 'machine', 'learn', 'pipeline', 'integrate', 'ai', 'solution', 'application', 'collaborate', 'crossfunctional', 'team', 'deliver', 'highimpact', 'ai', 'capability', 'job', 'description', 'design', 'develop', 'implement', 'machine', 'learn', 'deep', 'learn', 'natural', 'language', 'process', 'nlp', 'model', 'build', 'ai', 'application', 'service', 'tool', 'python', 'tensorflow', 'pytorch', 'lead', 'endtoend', 'ai', 'development', 'lifecycle', 'data', 'collection', 'model', 'train', 'evaluation', 'deployment', 'monitor', 'closely', 'data', 'scientist', 'data', 'engineer', 'software', 'developer', 'integrate', 'ai', 'model', 'production', 'environment', 'optimize', 'algorithm', 'performance', 'accuracy', 'scalability', 'analyze', 'large', 'datasets', 'extract', 'insight', 'identify', 'opportunity', 'automation', 'augmentation', 'integrate', 'ai', 'model', 'application', 'apis', 'framework', 'platform', 'stay', 'update', 'latest', 'aiml', 'tool', 'trend', 'ensure', 'team', 'apply', 'cuttingedge', 'technique', 'ensure', 'model', 'explainability', 'fairness', 'compliance', 'data', 'regulation', 'comply', 'policy', 'indonesian', 'law', 'ite', 'requirement', 'bachelor', 'master', 'degree', 'computer', 'science', 'data', 'science', 'field', 'experience', 'large', 'language', 'model', 'llm', 'generative', 'ai', 'reinforcement', 'learn', 'experience', 'data', 'annotation', 'tool', 'synthetic', 'data', 'generation', 'experience', 'work', 'datasets', 'data', 'analysis', 'tool', 'panda', 'numpy', 'experience', 'aiml', 'development', 'senior', 'role', 'proficiency', 'python', 'major', 'aiml', 'library', 'tensorflow', 'pytorch', 'scikitlearn', 'solid', 'understand', 'data', 'structure', 'algorithm', 'software', 'engineer', 'practice', 'experience', 'cloud', 'platform', 'aws', 'gcp', 'azure', 'mlops', 'tool', 'mlflow', 'airflow', 'docker', 'kubernetes', 'strong', 'knowledge', 'model', 'evaluation', 'tune', 'deployment', 'eagerness', 'learn', 'grow', 'aiml', 'domain']"
cloud aiml engineer,engineering software information communication technology,"['job', 'description', 'design', 'build', 'optimize', 'machine', 'learn', 'model', 'realworld', 'application', 'handson', 'cod', 'write', 'clean', 'efficient', 'scalable', 'code', 'ai', 'pipeline', 'deployment', 'translate', 'problem', 'ai', 'solution', 'prototype', 'production', 'implement', 'integrate', 'ai', 'model', 'system', 'cloud', 'platform', 'aws', 'gcp', 'azure', 'onpremise', 'structuredunstructured', 'data', 'develop', 'pipeline', 'ensure', 'data', 'readiness', 'ai', 'application', 'crossfunctional', 'team', 'include', 'leader', 'product', 'manager', 'engineer', 'ensure', 'ai', 'solution', 'align', 'requirement', 'bachelor', 'master', 'degree', 'computer', 'science', 'data', 'science', 'field', 'preferably', 'experience', 'position', 'experience', 'aiml', 'engineer', 'data', 'science', 'field', 'strong', 'proficiency', 'python', 'tensorflow', 'pytorch', 'scikitlearn', 'sql', 'experience', 'mlops', 'model', 'monitor', 'deployment', 'scale', 'familiarity', 'cloud', 'service', 'awsgcpazure', 'containerization', 'docker', 'kubernetes', 'strong', 'problemsolving', 'skill', 'ability', 'independently', 'excellent', 'communication', 'skill', 'translate', 'ai', 'concept', 'impact', 'experience', 'generative', 'ai', 'nlp', 'computer', 'vision', 'exposure', 'llm', 'large', 'language', 'model', 'finetuning', 'technique', 'understand', 'software', 'engineer', 'practice', 'cicd', 'version', 'control', 'api', 'development']"
data scientist specialist,mathematics statistics information sciences science technology,"['job', 'description', 'create', 'model', 'development', 'machine', 'learn', 'calculation', 'order', 'provide', 'insight', 'solution', 'internal', 'problem', 'development', 'carry', 'responsible', 'model', 'deployment', 'operation', 'maintenance', 'conduct', 'market', 'analyse', 'mitigate', 'external', 'localglobal', 'risk', 'identify', 'market', 'opportunity', 'localglobal', 'identify', 'market', 'opportunity', 'order', 'develop', 'company', 'order', 'develop', 'company', 'evaluate', 'model', 'development', 'performance', 'time', 'provide', 'development', 'advice', 'requirement', 'candidate', 'process', 'bachelor', 'degree', 'mathematics', 'data', 'science', 'statistic', 'gpa', 'minimum', 'work', 'experience', 'data', 'scientistdata', 'analyst', 'ability', 'program', 'language', 'phython', 'sql', 'ability', 'database', 'query', 'data', 'visualization', 'power', 'tableu', 'api', 'skill', 'knowledge', 'statistical', 'analysis', 'method', 'cluster', 'regression', 'classification', 'knowledge', 'statistic', 'model', 'adaptable', 'dynamic', 'environment', 'placement', 'head', 'bandung']"
data engineer,mathematics statistics information sciences science technology,"['design', 'develop', 'maintain', 'efficient', 'scalable', 'data', 'pipeline', 'gcp', 'service', 'bigquery', 'dataflow', 'cloud', 'storage', 'pubsub', 'relevant', 'tool', 'implement', 'data', 'quality', 'monitor', 'process', 'system', 'ensure', 'accuracy', 'consistency', 'reliability', 'production', 'data', 'acquire', 'aggregate', 'cleanse', 'process', 'structure', 'unstructured', 'data', 'diverse', 'internal', 'external', 'source', 'optimise', 'data', 'workflow', 'performance', 'scalability', 'costeffectiveness', 'gcp', 'ecosystem', 'collaborate', 'data', 'analyst', 'data', 'scientist', 'stakeholder', 'data', 'deliver', 'solution', 'enable', 'actionable', 'insight', 'develop', 'maintain', 'technical', 'documentation', 'include', 'data', 'model', 'data', 'flow', 'diagram', 'pipeline', 'specification', 'qualification', 'bachelor', 'degree', 'computer', 'science', 'informatics', 'engineer', 'experience', 'data', 'engineer', 'life', 'insurance', 'financial', 'service', 'industry', 'operate', 'etl', 'tool', 'pentaho', 'pdi', 'skill', 'data', 'query', 'sql', 'excellent', 'problemsolving', 'attention']"
data analyst,mathematics statistics information sciences science technology,"['Analysis', 'Warehouse', 'data', 'sale', 'product', 'data', 'recap', 'sale', 'data', 'recap', 'stock']"
artificial intelligence,mathematics statistics information sciences science technology,"['Job', 'Description', 'Designs', 'build', 'computer', '-based', 'model', 'purpose', 'detection', 'classification', 'object', 'image', 'analysis', 'develop', 'pipeline', 'digital', 'image', 'process', 'preprocessing', 'improve', 'image', 'quality', 'transformation', 'manage', 'fire', 'flask', 'include', 'integration', 'Windows', 'IIS', '-based', 'system', 'need', 'manage', 'Database', 'Milvus', 'Chromadb', 'Pinecone', '.', 'Model', 'local', 'manner', 'dedicate', 'server', 'linux', 'window', 'troubleshoot', 'performance', 'compatibility', 'cross', 'system', 'collaborate', 'engineer', 'team', 'integrate', 'AI', 'solution', 'Ecosystem', 'Application', 'Qualification', 'Computer', 'Graduates', 'Supporting', 'library', 'numpy', 'scikitlearn', 'medication', '.', 'experience', 'build', 'manage', 'rest', 'flask', 'experience', 'Fastapi', 'API', 'efficient', 'asynchronous', 'experience', 'work', 'Linux', 'Windows', 'operate', 'system', 'include', 'IIS', 'understand', 'Backend', 'Integration', 'Windows', 'DEPLOYMENT', 'MODEL', 'experience', 'independently', 'onremise', 'Familiar', 'Deployment', 'Docker', 'Virtual', 'Environment', 'Milvus', 'Pinecone', 'Chromadb', 'Weviate', '.', 'Minimum', 'experience', 'Artificial', 'Intelligence', 'Freshgraduate', 'Apply']"
